0.36 -0.91955 0.000318836 0.058109 0.000631604 0.00116727 1.31462e-05 0.00189672 4.3794e-05 2.94795 
0.3625 -0.9304 0.00030568 0.0613309 0.000725078 0.00116825 1.36319e-05 0.00213598 5.33111e-05 2.97617 
0.365 -0.94048 0.000302635 0.0611264 0.000744874 0.00118247 1.17947e-05 0.00216449 6.53124e-05 3.06904 
0.3675 -0.951031 0.000314995 0.0612404 0.000848884 0.00118211 1.26998e-05 0.00217295 6.85807e-05 3.04672 
0.37 -0.962664 0.000348316 0.065116 0.000843746 0.00119949 1.18639e-05 0.00244422 6.72046e-05 2.99372 
0.3725 -0.973013 0.000349656 0.0682922 0.000837677 0.00122405 1.36239e-05 0.00265022 7.21514e-05 2.96613 
0.375 -0.983634 0.000360267 0.0683134 0.00104407 0.00125051 1.27285e-05 0.00274578 8.97341e-05 3.10079 
0.3775 -0.9953 0.000376628 0.0713552 0.000996941 0.00126011 1.3027e-05 0.00287601 7.57856e-05 2.89325 
0.38 -1.00734 0.000382269 0.076229 0.001203 0.00130506 1.50813e-05 0.00322374 0.000113187 2.92333 
0.3825 -1.01808 0.000395102 0.0766454 0.00111533 0.00131558 1.48538e-05 0.0032445 9.15037e-05 2.91291 
0.385 -1.03003 0.000385089 0.0827119 0.0014452 0.00131797 1.45055e-05 0.00370068 0.000121666 2.82628 
0.3875 -1.04162 0.000426851 0.0845734 0.00135953 0.00133302 1.36194e-05 0.00399877 0.0001238 2.90911 
0.39 -1.05479 0.000432345 0.0892185 0.00161033 0.00138416 1.74591e-05 0.00425366 0.000144512 2.78976 
0.3925 -1.0661 0.000455341 0.0883832 0.00158451 0.00137762 1.36245e-05 0.00450347 0.000181832 3.00267 
0.395 -1.07938 0.000467818 0.0972017 0.00189805 0.00141907 1.65575e-05 0.00534286 0.000207197 2.94181 
0.3975 -1.09322 0.000503308 0.100711 0.0023343 0.00144571 1.724e-05 0.00579959 0.000240081 2.94702 
0.4 -1.10595 0.000583168 0.106763 0.00231016 0.00149779 1.77653e-05 0.00637614 0.000273454 2.86915 
0.4025 -1.1199 0.000571483 0.109701 0.00252405 0.00151798 2.03372e-05 0.0066746 0.000258569 2.87062 
0.405 -1.13367 0.000576882 0.124658 0.00310305 0.00156792 2.1057e-05 0.00806992 0.00035803 2.65024 
