-1.43889 0.707778
-1.49222 0.728333
-1.49667 0.738889
-1.55111 0.800556
-1.59333 0.811667
-1.54667 0.791111
-1.54111 0.791667
-1.50778 0.798889
-1.62556 0.867222
-1.62333 0.849444
-1.58 0.852778
-1.63333 0.864444
-1.55333 0.804444
-1.59 0.837778
-1.58889 0.824444
-1.55111 0.781111
-1.46889 0.745
-1.49444 0.733889
-1.52778 0.751667
-1.49333 0.740556
-1.48111 0.748889
-1.54111 0.787222
-1.56556 0.810556
-1.54667 0.788333
-1.54 0.787778
-1.51444 0.727778
-1.50111 0.717778
-1.45111 0.693333
-1.51444 0.741111
-1.58667 0.781667
-1.53111 0.753333
-1.48222 0.762222
-1.54222 0.813889
-1.53778 0.796111
-1.52556 0.764444
-1.5 0.752222
-1.48889 0.710556
-1.50444 0.745
-1.5 0.771667
-1.54667 0.798889
-1.52556 0.777778
-1.45111 0.716111
-1.53667 0.811667
-1.58667 0.837778
-1.56667 0.823333
-1.47556 0.783889
-1.57222 0.835556
-1.55778 0.802778
-1.54889 0.791667
-1.52 0.775556
-1.54333 0.804444
-1.55 0.783889
-1.56333 0.795
-1.47778 0.743333
-1.54111 0.754444
-1.48444 0.733889
-1.51111 0.763889
-1.51333 0.77
-1.51778 0.772222
-1.50778 0.757222
-1.53222 0.740556
-1.46778 0.732222
-1.50222 0.778333
-1.52111 0.773889
-1.60111 0.815
-1.55111 0.782778
-1.54333 0.787778
-1.43444 0.701667
-1.48889 0.757222
-1.57333 0.832778
-1.59222 0.832778
-1.59778 0.83
-1.58 0.817222
-1.52333 0.782222
-1.48222 0.772222
-1.52 0.755556
-1.52111 0.74
-1.52778 0.759444
-1.54889 0.794444
-1.60556 0.827778
-1.60667 0.838333
-1.51444 0.818889
-1.54111 0.799444
-1.48556 0.738333
-1.55778 0.773889
-1.55111 0.778333
-1.51556 0.768333
-1.54444 0.790556
-1.58222 0.831667
-1.57889 0.829444
-1.58778 0.829444
-1.57111 0.818889
-1.50556 0.789444
-1.60444 0.842778
-1.45556 0.757778
-1.60556 0.824444
-1.54667 0.817222
-1.49667 0.782222
-1.56 0.751667
-1.48778 0.728889
-1.50778 0.77
-1.51444 0.741667
-1.51111 0.739444
-1.56667 0.811111
-1.57556 0.803889
-1.53333 0.751667
-1.56333 0.802222
-1.56333 0.807778
-1.55778 0.808889
-1.59 0.84
-1.59 0.823889
-1.50111 0.755
-1.49444 0.674444
-1.50111 0.718333
-1.51889 0.768889
-1.57556 0.816111
-1.48556 0.738889
-1.49 0.725
-1.51111 0.757222
-1.5 0.72
-1.50889 0.720556
-1.43889 0.717222
-1.46222 0.766667
-1.58 0.815556
-1.57333 0.828889
-1.52111 0.765556
-1.51 0.764444
-1.50333 0.763889
-1.61333 0.841111
-1.54222 0.81
-1.56111 0.808333
-1.55444 0.805556
-1.57778 0.806111
-1.55444 0.777778
-1.48889 0.763333
-1.59667 0.813333
-1.57111 0.795556
-1.51444 0.751667
-1.50667 0.722778
-1.54889 0.763889
-1.57111 0.772778
-1.44111 0.707778
-1.53889 0.776667
-1.52 0.771667
-1.47 0.748889
-1.54889 0.788333
-1.51889 0.774444
-1.53778 0.774444
-1.56444 0.818333
-1.60556 0.821111
-1.54111 0.795
-1.51222 0.807222
-1.51444 0.788333
-1.55667 0.785556
-1.49889 0.765556
-1.5 0.753889
-1.54111 0.759444
-1.50778 0.757778
-1.59111 0.838333
-1.54667 0.797778
-1.55 0.782222
-1.56222 0.805
-1.63444 0.854444
-1.62889 0.84
-1.57778 0.819444
-1.54333 0.807222
-1.55667 0.794444
-1.53556 0.796111
-1.48333 0.770556
-1.54556 0.808333
-1.56667 0.798889
-1.55444 0.83
-1.61444 0.858889
-1.58667 0.822778
-1.54444 0.828889
-1.55556 0.808333
-1.50444 0.786111
-1.51889 0.790556
-1.55 0.815
-1.62111 0.863333
-1.50778 0.775556
-1.51667 0.781667
-1.5 0.776667
-1.59444 0.835
-1.57778 0.816667
-1.56333 0.815
-1.56667 0.800556
-1.52333 0.791667
-1.58444 0.826667
-1.52889 0.786667
-1.50778 0.757778
-1.50556 0.785556
-1.52 0.757222
-1.54444 0.803333
-1.48667 0.752778
-1.45333 0.745
-1.48333 0.746667
-1.50333 0.731111
-1.49667 0.71
-1.58333 0.769444
-1.47778 0.758333
-1.50111 0.745556
-1.52889 0.722778
-1.53 0.764444
-1.56889 0.815556
-1.59889 0.833333
-1.48444 0.760556
-1.53778 0.776667
-1.53667 0.770556
-1.54556 0.816667
-1.56556 0.815
-1.51667 0.778889
-1.5 0.747778
-1.55556 0.791111
-1.53222 0.798889
-1.59222 0.795556
-1.55556 0.808333
-1.54111 0.793889
-1.57333 0.833333
-1.55333 0.817222
-1.56889 0.813333
-1.52333 0.773333
-1.51444 0.762778
-1.55111 0.760556
-1.55333 0.792222
-1.52222 0.796111
-1.59222 0.822222
-1.62 0.842222
-1.52222 0.794444
-1.57222 0.814444
-1.47333 0.742778
-1.54333 0.802778
-1.50111 0.783889
-1.56556 0.821111
-1.56556 0.838333
-1.57222 0.808333
-1.61333 0.807778
-1.54333 0.795
-1.51667 0.804444
-1.46556 0.765556
-1.55 0.805556
-1.56556 0.821111
-1.56556 0.833889
-1.57222 0.85
-1.51667 0.814444
-1.54111 0.803333
-1.52222 0.763333
-1.52111 0.763889
-1.56111 0.787222
-1.54444 0.779444
-1.52556 0.790556
-1.54667 0.814444
-1.51444 0.786111
-1.51778 0.758889
-1.55111 0.806111
-1.54333 0.775556
-1.50333 0.74
-1.47 0.694444
-1.49111 0.719444
-1.52444 0.728333
-1.49889 0.694444
-1.47667 0.718889
-1.46444 0.744444
-1.45778 0.706667
-1.45222 0.674444
-1.47333 0.696667
-1.47667 0.733333
-1.56111 0.753333
-1.52333 0.728889
-1.47556 0.719444
-1.53222 0.767222
-1.52889 0.772222
-1.52111 0.756111
-1.50333 0.770556
-1.58556 0.788333
-1.50222 0.786667
-1.57111 0.816111
-1.55222 0.810556
-1.64222 0.869444
-1.58111 0.838333
-1.6 0.805
-1.54111 0.808333
-1.46 0.777222
-1.50556 0.749444
-1.52778 0.783333
-1.54556 0.791111
-1.54222 0.813889
-1.52556 0.752222
-1.56111 0.768889
-1.49556 0.743889
-1.53222 0.779444
-1.55 0.801667
-1.51333 0.778889
-1.54889 0.832222
-1.53556 0.808333
-1.52889 0.796111
-1.56222 0.813333
-1.52778 0.768889
-1.49222 0.758889
-1.50111 0.713333
-1.60111 0.820556
-1.58889 0.832778
-1.57111 0.815556
-1.53889 0.793333
-1.57667 0.847778
-1.57222 0.831667
-1.5 0.738333
-1.55111 0.78
-1.53556 0.781111
-1.54 0.788889
-1.57556 0.843333
-1.58444 0.833333
-1.52667 0.817778
-1.58778 0.859444
-1.56889 0.852778
-1.60556 0.826111
-1.49667 0.750556
-1.58556 0.828889
-1.59 0.830556
-1.56333 0.810556
-1.54667 0.795
