0.36 -0.918585 0.000353059 0.0684292 0.000734249 0.00162592 1.50833e-05 0.0025948 5.39792e-05 2.88078 
0.3625 -0.930407 0.000347451 0.071604 0.000799585 0.00165908 1.6408e-05 0.00288235 7.08732e-05 2.91734 
0.365 -0.941043 0.000419996 0.0735463 0.00079655 0.0017019 1.6404e-05 0.00304098 7.40246e-05 2.96291 
0.3675 -0.950354 0.000427192 0.0764576 0.000904314 0.00165377 1.73547e-05 0.00326241 7.52868e-05 2.92871 
0.37 -0.96178 0.000397311 0.0767528 0.00092137 0.00169449 1.48053e-05 0.00329652 7.33715e-05 2.9278 
0.3725 -0.972817 0.000396504 0.0810294 0.00107592 0.00178678 1.76747e-05 0.0036771 9.25354e-05 2.91296 
0.375 -0.984157 0.000417608 0.0841799 0.00110696 0.00179053 2.07115e-05 0.00398247 0.000102166 2.96065 
0.3775 -0.995087 0.000422845 0.0857016 0.00118343 0.00178913 2.1178e-05 0.00411923 0.000124187 2.93332 
0.38 -1.00713 0.000417516 0.0891662 0.00129116 0.00186055 2.15961e-05 0.00438143 0.000129009 2.87891 
0.3825 -1.01756 0.000453689 0.0908118 0.00140344 0.00185131 2.01817e-05 0.00462551 0.00015367 2.90119 
0.385 -1.02934 0.000444153 0.0972685 0.00154063 0.00188086 2.03427e-05 0.00504025 0.000133965 2.78438 
0.3875 -1.04242 0.000571509 0.100611 0.00163142 0.00194911 2.23144e-05 0.00556536 0.000216241 2.91932 
0.39 -1.05398 0.000547717 0.104639 0.00187589 0.00199827 2.17253e-05 0.00610926 0.000187722 2.87205 
0.3925 -1.066 0.000569033 0.10592 0.00205902 0.00205525 2.5188e-05 0.00630284 0.000259078 2.94991 
0.395 -1.08118 0.000599889 0.120185 0.00227074 0.00206481 2.60619e-05 0.0078374 0.000276281 2.78844 
0.3975 -1.09274 0.000592719 0.118079 0.00259888 0.00213863 2.58152e-05 0.00765141 0.000360154 2.8612 
0.4 -1.1071 0.000647838 0.128749 0.00264335 0.00217099 2.86288e-05 0.00888366 0.000334189 2.74317 
0.4025 -1.1194 0.000736263 0.135997 0.00321446 0.00217615 3.0129e-05 0.0100217 0.000433316 2.7947 
0.405 -1.13282 0.000763711 0.140685 0.00379318 0.00229384 3.42995e-05 0.0107814 0.000491629 2.78452 
0.4075 -1.14897 0.000910064 0.157593 0.00414959 0.00233607 4.05458e-05 0.0131211 0.000681108 2.69264 
0.41 -1.16275 0.000918255 0.170367 0.00483344 0.00239701 3.40538e-05 0.0145656 0.000668458 2.56662 
0.4125 -1.17674 0.0009423 0.166843 0.00449518 0.00244604 4.80932e-05 0.0141982 0.000732829 2.66715 
0.415 -1.19354 0.00112034 0.194276 0.00570816 0.00269137 6.75414e-05 0.0192671 0.00127016 2.609 
0.4175 -1.20812 0.00119022 0.196178 0.0060154 0.00273009 6.25708e-05 0.0190148 0.0010792 2.52208 
0.42 -1.22817 0.00122612 0.233329 0.00741796 0.00280491 6.10948e-05 0.0239156 0.000907021 2.20871 
0.4225 -1.24357 0.00153632 0.241924 0.00896598 0.0029505 8.32706e-05 0.0281592 0.0014367 2.32202 
0.425 -1.26805 0.00177863 0.305699 0.00962149 0.00325045 8.77074e-05 0.0309895 0.00105751 1.87512 
0.4275 -1.28738 0.00199068 0.328488 0.0108299 0.00351346 0.000121933 0.0356984 0.00163979 1.86064 
0.43 -1.31403 0.00229957 0.392939 0.0114537 0.00390052 0.000106879 0.04027 0.00154468 1.61953 
0.4325 -1.33836 0.00270038 0.435658 0.013653 0.00426437 9.53158e-05 0.0450834 0.0023093 1.53137 
0.435 -1.36305 0.00266734 0.486587 0.0127217 0.00426067 0.000105976 0.0403474 0.00310219 1.39348 
0.4375 -1.38749 0.00307513 0.532635 0.013252 0.00461388 0.000117312 0.0404459 0.00329569 1.32467 
0.44 -1.41646 0.00277825 0.591279 0.0121554 0.00430061 0.000132893 0.0348212 0.00472018 1.21498 
0.4425 -1.44851 0.00256627 0.659552 0.00918056 0.00414133 0.000186119 0.0222157 0.00414095 1.11733 
0.445 -1.46371 0.00274923 0.667184 0.0107163 0.00419023 0.000189052 0.0251811 0.00513128 1.12431 
0.4475 -1.49466 0.00170975 0.733806 0.00449312 0.00325836 9.7562e-05 0.00791365 0.00168194 1.04353 
0.45 -1.51739 0.00120233 0.761872 0.00234023 0.00291067 5.83165e-05 0.00431097 0.00034408 1.02632 
0.4525 -1.52721 0.0018924 0.758831 0.00590892 0.00320843 0.000183711 0.00957706 0.00288437 1.04374 
0.455 -1.55178 0.00131934 0.791024 0.00420198 0.00266439 0.000132011 0.0051793 0.00211671 1.02146 
