0.36 -0.919862 0.000495222 0.116658 0.000843983 0.00449968 4.3361e-05 0.00738118 0.000116023 2.82618 
0.3625 -0.929708 0.000511499 0.118709 0.00087869 0.0046017 4.45304e-05 0.00777942 0.000104136 2.89139 
0.365 -0.940355 0.000517078 0.124727 0.00102125 0.00462119 4.78778e-05 0.00845208 0.000133139 2.79704 
0.3675 -0.95083 0.000506871 0.126197 0.00110168 0.00468502 4.22495e-05 0.00875768 0.000143874 2.84856 
0.37 -0.961777 0.000525917 0.131549 0.00107884 0.00488572 4.70574e-05 0.00948626 0.000150027 2.86223 
0.3725 -0.972412 0.000509465 0.134946 0.00120074 0.00488033 4.65822e-05 0.00997968 0.00017256 2.81468 
0.375 -0.983413 0.000580357 0.14035 0.00129641 0.00496782 5.08794e-05 0.0106802 0.000180534 2.78932 
0.3775 -0.99555 0.000614413 0.149848 0.00144358 0.00509768 4.55037e-05 0.0117659 0.000238701 2.72337 
0.38 -1.00632 0.00061 0.149531 0.00159745 0.00510414 5.59745e-05 0.0120528 0.000211714 2.76525 
0.3825 -1.01901 0.000571468 0.155184 0.00176619 0.00523901 5.91628e-05 0.0130258 0.000285618 2.78002 
0.385 -1.03077 0.000652546 0.161811 0.0017314 0.00528509 5.10179e-05 0.0135337 0.000269459 2.64913 
0.3875 -1.04264 0.000684525 0.169225 0.0018152 0.00550219 5.14087e-05 0.0153712 0.000309517 2.72389 
0.39 -1.05472 0.000656612 0.178283 0.00197663 0.00557593 5.38745e-05 0.0163206 0.000322632 2.6033 
0.3925 -1.06675 0.000694305 0.183434 0.00209355 0.00568505 6.13142e-05 0.0170076 0.000320254 2.56057 
0.395 -1.07998 0.000817383 0.194745 0.00236288 0.00577673 6.29821e-05 0.0185262 0.000338017 2.49509 
0.3975 -1.0943 0.000759865 0.202188 0.00271304 0.00588282 7.98676e-05 0.0201452 0.000392622 2.51184 
0.4 -1.10722 0.000867086 0.213802 0.00304772 0.00625446 7.29496e-05 0.0223318 0.000503825 2.46594 
0.4025 -1.1213 0.000898885 0.223367 0.0032061 0.00621721 7.65283e-05 0.0240174 0.000525545 2.43059 
0.405 -1.1363 0.000947238 0.238187 0.00336591 0.00658686 8.02443e-05 0.0265342 0.000555227 2.35684 
0.4075 -1.15227 0.0010056 0.255564 0.00357853 0.0068244 8.72756e-05 0.0287336 0.000544081 2.24286 
0.41 -1.1687 0.00120166 0.27717 0.00428042 0.00730542 0.000103144 0.0324098 0.000542011 2.15899 
0.4125 -1.18592 0.00136345 0.298559 0.00501838 0.00773291 0.000121213 0.0357397 0.000671525 2.07862 
0.415 -1.20164 0.00146663 0.312115 0.00519766 0.0077633 0.000111384 0.0370444 0.000608263 2.02253 
0.4175 -1.22353 0.00171192 0.350664 0.0057387 0.00848241 0.000138415 0.0402516 0.000655088 1.84966 
0.42 -1.24251 0.00189727 0.370967 0.00630931 0.00913066 0.000135148 0.0455649 0.00068775 1.81249 
0.4225 -1.26338 0.00194988 0.40753 0.00647179 0.0096164 0.000144257 0.0460732 0.000716662 1.67219 
0.425 -1.2845 0.00215754 0.437141 0.00699041 0.00996258 0.000139002 0.046216 0.000948173 1.58385 
0.4275 -1.30652 0.00226224 0.471136 0.00727853 0.0103881 0.000128338 0.0464346 0.00109514 1.49987 
0.43 -1.33427 0.00245907 0.516129 0.00728244 0.0108098 0.000120895 0.0469686 0.00150283 1.40024 
0.4325 -1.35323 0.00247564 0.540699 0.00734516 0.010893 0.000151969 0.045716 0.00162659 1.35189 
0.435 -1.37653 0.00250635 0.574701 0.00719202 0.0110075 0.000156758 0.0433815 0.00190622 1.2946 
0.4375 -1.40294 0.00251157 0.616324 0.00674923 0.0106786 0.000192966 0.0366993 0.00215954 1.22343 
0.44 -1.42886 0.00228784 0.654216 0.00612436 0.0102735 0.000186736 0.0304 0.00208382 1.16896 
0.4425 -1.44812 0.0023536 0.673248 0.00612766 0.0103526 0.000219298 0.0301072 0.00220003 1.1548 
0.445 -1.47237 0.00187082 0.709248 0.00443385 0.00941459 0.000176869 0.0210053 0.00150935 1.10754 
0.4475 -1.49315 0.00189796 0.731804 0.00484396 0.00889329 0.000203059 0.0185107 0.00213782 1.08631 
0.45 -1.51194 0.00167981 0.751365 0.00399394 0.00864333 0.000205474 0.0156661 0.00178062 1.07154 
0.4525 -1.53183 0.00168321 0.771588 0.00380727 0.00804842 0.000194039 0.0125477 0.00174518 1.05606 
0.455 -1.54757 0.00151299 0.782865 0.00377677 0.00765107 0.000199696 0.0125777 0.00201328 1.05187 
0.4575 -1.56437 0.00131553 0.798802 0.00288261 0.00716582 0.00021315 0.00985347 0.00188318 1.04071 
0.46 -1.58022 0.00127005 0.813199 0.00241469 0.00667106 0.000155616 0.00676185 0.00108442 1.03081 
0.4625 -1.59634 0.000935218 0.827237 0.00127464 0.00605712 8.8704e-05 0.00460467 0.000449405 1.02207 
0.465 -1.60886 0.000890621 0.835428 0.00109934 0.0057849 7.77637e-05 0.00384968 0.000195159 1.01933 
0.4675 -1.62142 0.000923542 0.843002 0.00166238 0.00557072 0.000129665 0.00427268 0.00078033 1.0182 
0.47 -1.63438 0.000721121 0.852354 0.000842452 0.00528516 7.2864e-05 0.00297885 0.000176837 1.01448 
0.4725 -1.64612 0.000648462 0.859727 0.000680979 0.00500088 5.6433e-05 0.00246376 0.000105424 1.01217 
