0.36 -0.91955 0.058109 0.00116721 0.00189663 2.94795 
0.3625 -0.9304 0.0613309 0.00116819 0.00213588 2.97617 
0.365 -0.94048 0.0611264 0.00118241 0.00216438 3.06904 
0.3675 -0.951031 0.0612404 0.00118205 0.00217284 3.04672 
0.37 -0.962664 0.065116 0.00119943 0.00244409 2.99372 
0.3725 -0.973013 0.0682922 0.00122399 0.00265009 2.96613 
0.375 -0.983634 0.0683134 0.00125045 0.00274564 3.10079 
0.3775 -0.9953 0.0713552 0.00126005 0.00287587 2.89325 
0.38 -1.00734 0.076229 0.001305 0.00322358 2.92333 
0.3825 -1.01808 0.0766454 0.00131552 0.00324433 2.91291 
0.385 -1.03003 0.0827119 0.0013179 0.0037005 2.82628 
0.3875 -1.04162 0.0845734 0.00133296 0.00399857 2.90911 
0.39 -1.05479 0.0892185 0.0013841 0.00425345 2.78976 
0.3925 -1.0661 0.0883832 0.00137755 0.00450324 3.00267 
0.395 -1.07938 0.0972017 0.001419 0.00534259 2.94181 
0.3975 -1.09322 0.100711 0.00144564 0.0057993 2.94702 
0.4 -1.10595 0.106763 0.00149771 0.00637582 2.86915 
0.4025 -1.1199 0.109701 0.00151791 0.00667426 2.87062 
0.405 -1.13367 0.124658 0.00156785 0.00806952 2.65024 
0.4075 -1.14858 0.124345 0.00160054 0.00820261 2.73862 
0.41 -1.16213 0.131125 0.00168781 0.00944089 2.81638 
0.4125 -1.17712 0.142553 0.00175051 0.0119254 3.04544 
0.415 -1.19224 0.153521 0.00172044 0.0127095 2.77349 
0.4175 -1.21036 0.17677 0.00182709 0.0155935 2.49974 
0.42 -1.22907 0.207145 0.00198404 0.0194654 2.33057 
0.4225 -1.24533 0.216545 0.00207167 0.0207064 2.2924 
0.425 -1.2641 0.256409 0.00230225 0.0270164 2.14149 
0.4275 -1.28538 0.289958 0.00243452 0.0315823 1.9966 
0.43 -1.30841 0.341573 0.00259133 0.0332831 1.74362 
0.4325 -1.33786 0.424418 0.0027701 0.0347957 1.46197 
0.435 -1.36192 0.468463 0.00317532 0.0379827 1.41185 
0.4375 -1.38533 0.501654 0.00315779 0.0370343 1.34498 
0.44 -1.41947 0.601508 0.00301426 0.0259598 1.16385 
0.4425 -1.44317 0.646383 0.00287946 0.0173304 1.10913 
0.445 -1.4676 0.678873 0.00273535 0.0167191 1.0908 
0.4475 -1.48704 0.693885 0.00288487 0.0242531 1.09786 
0.45 -1.51125 0.74606 0.00218494 0.00588334 1.03291 
0.4525 -1.5337 0.775273 0.00194596 0.0029664 1.01751 
0.455 -1.54851 0.783674 0.00193777 0.00374727 1.01969 
0.4575 -1.56693 0.803836 0.00169543 0.00172584 1.01008 
0.46 -1.58073 0.814537 0.00164434 0.00159076 1.00897 
0.4625 -1.5962 0.827215 0.00153685 0.00118667 1.00659 
0.465 -1.60985 0.836259 0.00145126 0.00100427 1.00551 
0.4675 -1.62223 0.843756 0.00138824 0.000951906 1.00512 
0.47 -1.6337 0.851655 0.00132483 0.000765475 1.0041 
0.4725 -1.6456 0.858848 0.00127354 0.000670876 1.00354 
0.475 -1.6578 0.866415 0.00120525 0.000564408 1.00293 
0.4775 -1.66723 0.871738 0.00114247 0.000499953 1.00258 
0.48 -1.67791 0.877905 0.00109382 0.000441693 1.00225 
0.4825 -1.68738 0.882791 0.0010584 0.000399846 1.00202 
0.485 -1.69635 0.88713 0.00102785 0.000400879 1.00199 
0.4875 -1.70565 0.892301 0.000966684 0.000334302 1.00165 
0.49 -1.71431 0.896781 0.00092638 0.000291386 1.00143 
0.4925 -1.72243 0.900392 0.0008892 0.000277689 1.00135 
0.495 -1.73046 0.904255 0.000864299 0.000251394 1.00121 
0.4975 -1.73825 0.907953 0.000839833 0.000228836 1.0011 
0.5 -1.7458 0.911286 0.000792619 0.000228946 1.00108 
0.5025 -1.75278 0.914653 0.000759501 0.00019249 1.00091 
0.505 -1.75979 0.917727 0.000746591 0.000180526 1.00085 
0.5075 -1.76597 0.92033 0.000724314 0.000172411 1.00081 
0.51 -1.77245 0.923172 0.000696693 0.000157813 1.00074 
